Indications,Generics indicated,Indications Details,Therapeutic Class,Medicine Name,Weight (mg),Weight (ml/other),Tablet,Syrup,Ointment,Drop,Injection,Manufacturer
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Eval CR,200 mg,,1,0,0,0,0,UniMed UniHealth Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Eval CR,300 mg,,1,0,0,0,0,UniMed UniHealth Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Nalipsy,200 mg,,1,0,0,0,0,Drug International Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Proval,200 mg,5 ml,1,1,0,0,0,General Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Proval CR,500 mg,,1,0,0,0,0,General Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Proval CR,300 mg,,1,0,0,0,0,General Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Proval CR,200 mg,,1,0,0,0,0,General Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Sodival CR,200 mg,,1,0,0,0,0,ACI Limited
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Sodival CR,300 mg,,1,0,0,0,0,ACI Limited
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Sodival CR,500 mg,,1,0,0,0,0,ACI Limited
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valepi,200 mg,,1,0,0,0,0,Medimet Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valepsy,200 mg,5 ml,1,1,0,0,0,Healthcare Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valepsy CR,500 mg,,1,0,0,0,0,Healthcare Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valepsy CR,300 mg,,1,0,0,0,0,Healthcare Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valepsy CR,200 mg,,1,0,0,0,0,Healthcare Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valex,200 mg,5 ml,1,1,0,0,0,Incepta Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valex,200 mg,,1,0,0,0,0,Incepta Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valex,500 mg,5 ml,1,1,0,0,0,Incepta Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valex CR,200 mg,,1,0,0,0,0,Incepta Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valex CR,300 mg,,1,0,0,0,0,Incepta Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valex CR,500 mg,,1,0,0,0,0,Incepta Pharmaceuticals Ltd.
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valoate,200 mg,5 ml,1,1,0,0,0,Square Pharmaceuticals PLC
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valoate CR,500 mg,,1,0,0,0,0,Square Pharmaceuticals PLC
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valoate CR,300 mg,,1,0,0,0,0,Square Pharmaceuticals PLC
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valoate CR,200 mg,,1,0,0,0,0,Square Pharmaceuticals PLC
Absence seizures,Sodium Valproate,"Sodium Valproate is indicated for the treatment of all types of epilepsy, e.g.

Partial seizures
Absence seizures (petit mal)
Generalized tonic-clonic seizures (grand mal)
Myoclonic seizures
Atonic seizures
Mixed seizures that include absence attack
Prophylaxis of febrile convulsion
Prophylaxis of post-traumatic epilepsy.

Sodium Valproate is also indicated in the treatment of bipolar disorder & prophylaxis of migraine. ",Primary anti-epileptic drugs ,Valporin,200 mg,5 ml,1,1,0,0,0,Renata PLC
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",A-Cal,500 mg,,1,0,0,0,0,ACME Laboratories Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Acical,500 mg,,1,0,0,0,0,ACI Limited
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Acical JR,250 mg,,1,0,0,0,0,ACI Limited
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Aristocal,500 mg,,1,0,0,0,0,Beximco Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Bonacal,500 mg,,1,0,0,0,0,Marksman Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Bpcal,500 mg,,1,0,0,0,0,Bristol Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Cabonate,500 mg,,1,0,0,0,0,Millat Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Cal,250 mg,,1,0,0,0,0,Pacific Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Cal,500 mg,,1,0,0,0,0,Pacific Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Cal-aid,500 mg,,1,0,0,0,0,Ethical Drugs Limited
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Calbo,500 mg,,1,0,0,0,0,Square Pharmaceuticals PLC
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Calbo Jr,250 mg,,1,0,0,0,0,Square Pharmaceuticals PLC
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Calci-D,500 mg,,1,0,0,0,0,Rephco Pharmaceuticals Ltd.
Achlorhydria,Elemental Calcium,"250 mg or 500 mg tablet: Elemental Calcium tablet is used for the treatment or prevention of calcium depletion in patients in whom dietary measures are inadequate. Conditions that may be associated with calcium deficiency include hypoparathyroidism, achlorhydria, chronic diarrhea, vitamin D deficiency, steatorrhea, sprue, pregnancy and lactation, menopause, pancreatitis, renal failure, alkalosis, and hyperphosphataemia. Calcium Carbonate is being used increasingly often to treat hyperphosphataemia in chronic renal failure as well as those on continuous ambulatory peritoneal dialysis (CAPD) and haemodialysis. Many patients are unable to tolerate sufficient doses for complete phosphate control and require additional measures such as stringent dietary phosphate restriction or relatively small doses of aluminium hydroxide. Calcium Carbonate containing preparations can provide short-term relief of dyspeptic systems but are no longer recommended for long-term treatment of peptic ulceration.

1000 mg tablet: Elemental Calcium tablet is indicated for the management of conditions associated with hyperidity and for fast relief of acid indigestion, heartburn, sour stomach and upset stomach.","Minerals in bone formation, Specific mineral preparations ",Calcicar,500 mg,,1,0,0,0,0,Incepta Pharmaceuticals Ltd.
